Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,SUM,MAX,Avg, 
P692,0,2,3,0,2,3,3,0,2,3,2,3,2,0,2,8,2,5,4,6,3,4,4,2,1,4,1,0,0,0,1,0,1,1,3,0,2,1,1,0,1,0,5,4,2,2,4,4,4,5,2,4,0,118,8,2.269230769,
P693,2,3,4,2,4,4,2,4,2,2,3,2,1,0,1,4,4,0,4,2,1,2,1,3,2,7,2,2,2,2,2,0,1,2,2,1,3,3,2,4,2,2,2,5,3,2,1,3,4,5,3,7,0,133,7,2.557692308,
P694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,1,1,2,1,0,1,0,0,16,2,0.307692308,
P695,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,1,0,0,13,2,0.25,
P696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,11,2,0.211538462,
P697,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,1,4,2,0,23,4,0.442307692,
P698,2,2,2,1,0,2,3,2,3,0,1,6,3,4,2,1,2,2,5,2,3,2,4,4,5,3,2,1,0,1,6,1,0,7,0,4,2,3,1,0,0,3,3,1,1,3,2,2,4,2,3,3,0,121,7,2.326923077,
P699,0,0,0,0,0,0,3,0,2,0,0,0,1,3,1,0,2,0,0,0,2,2,3,1,2,1,1,3,0,1,2,0,0,0,0,0,1,1,0,2,2,1,1,3,0,0,1,1,1,2,5,1,0,52,5,1,
P700,1,0,0,5,0,1,2,0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,0,1,0,2,0,0,0,3,0,1,3,0,1,2,0,1,0,0,3,0,3,1,5,0,46,5,0.884615385,
P701,5,3,1,2,1,3,4,6,4,2,6,1,3,2,2,3,4,5,1,1,4,6,2,9,5,4,4,1,0,1,2,0,1,1,1,3,2,5,5,5,2,4,2,2,2,5,1,5,2,2,5,6,0,158,9,3.038461538,
P702,3,1,4,4,4,6,7,5,5,5,7,5,6,7,6,5,9,2,3,4,5,5,7,6,7,11,4,5,4,2,8,13,5,6,4,4,4,4,6,8,6,3,2,6,11,3,6,10,4,8,9,17,1,301,17,5.788461538,
P703,2,3,4,4,0,3,4,2,1,1,0,1,1,1,4,1,1,0,3,1,1,2,3,6,0,2,3,5,0,2,3,3,4,2,6,1,2,5,3,3,7,4,6,4,10,4,6,2,2,6,5,8,0,157,10,3.019230769,
P704,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,1,0,0,2,2,1,4,1,0,0,0,1,1,2,1,2,0,2,1,1,1,1,0,39,4,0.75,
P705,1,3,0,1,4,3,3,1,4,6,1,2,2,0,2,1,2,3,4,3,6,4,2,4,6,2,2,0,4,0,2,6,2,3,1,0,0,1,3,1,3,2,6,3,2,1,3,5,3,5,6,2,0,136,6,2.615384615,
P706,0,0,0,0,0,1,0,0,2,2,2,2,1,1,3,0,2,0,2,0,1,0,0,1,3,2,0,1,1,1,0,0,2,3,3,2,2,0,1,1,0,1,0,1,3,2,2,1,2,3,4,5,0,66,5,1.269230769,
P707,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,1,0,1,1,2,1,1,0,1,3,0,1,0,1,4,0,0,1,2,2,1,1,1,1,4,0,0,38,4,0.730769231,
P708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0.173076923,
P712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0.057692308,
P713,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.076923077,
P714,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.134615385,
P715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.076923077,
P716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0.153846154,
P718,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,16,2,0.307692308,
P719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.057692308,
P720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,2,0.153846154,
P721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.038461538,
P724,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0.096153846,
P726,0,1,0,2,2,2,0,1,0,0,1,1,2,1,1,1,1,0,1,1,0,2,1,2,0,1,1,0,0,0,2,1,2,2,1,1,2,3,1,2,0,1,2,0,1,2,1,1,1,1,4,2,0,58,4,1.115384615,
P727,2,0,4,1,4,2,2,3,4,1,1,6,2,0,1,1,2,1,2,1,2,1,2,1,3,3,4,2,4,3,1,5,6,3,4,7,5,3,7,6,2,1,1,4,3,3,6,5,2,3,4,12,0,158,12,3.038461538,
P728,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,1,0,1,1,0,0,1,2,1,2,0,0,0,1,1,0,3,0,0,1,2,0,1,0,2,0,2,2,1,4,0,41,4,0.788461538,
P729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0,0,12,2,0.230769231,
P730,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0.096153846,
P731,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,16,3,0.307692308,
P732,0,1,1,1,1,1,0,0,1,2,1,1,2,1,0,0,1,1,0,0,2,0,0,0,1,3,2,3,0,1,0,2,0,2,0,3,2,1,2,1,1,2,4,1,1,1,0,1,2,7,5,5,0,70,7,1.346153846,
P733,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,3,0,0,0,0,2,0,0,1,1,3,1,0,1,2,1,0,3,1,3,0,37,3,0.711538462,
P734,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,22,2,0.423076923,
P735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,4,1,0,0,18,4,0.346153846,
P736,1,1,0,0,0,2,1,2,0,0,0,0,2,1,0,0,0,1,4,1,1,1,2,1,1,1,3,0,0,2,0,1,3,1,2,3,0,0,1,1,1,3,2,0,1,1,1,1,2,2,2,6,0,62,6,1.192307692,
P737,0,0,3,1,0,1,2,3,3,0,4,0,3,4,1,0,3,2,1,2,4,2,2,1,7,3,3,2,1,4,1,4,7,4,4,1,3,5,7,3,3,2,2,5,5,4,3,6,1,5,5,3,0,145,7,2.788461538,
P738,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,1,2,3,1,0,0,0,1,3,1,0,0,1,1,3,2,1,0,0,1,3,0,35,3,0.673076923,
P739,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,16,2,0.307692308,
P740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,10,1,0.192307692,
P741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,12,2,0.230769231,
P742,0,0,1,0,1,1,0,0,0,0,0,1,3,1,1,1,1,2,1,0,0,0,1,0,2,4,0,0,2,0,1,1,1,0,0,2,3,0,0,0,1,2,1,2,4,2,2,2,1,0,2,2,0,52,4,1,
P743,1,1,3,0,2,0,0,0,1,1,0,0,0,1,2,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,2,2,0,1,1,0,1,0,1,0,2,0,3,1,4,1,1,1,2,2,1,3,0,49,4,0.942307692,
P744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,9,1,0.173076923,
P745,2,10,6,2,2,2,4,7,4,4,4,4,2,3,6,3,5,8,3,3,4,10,2,8,9,12,4,4,4,4,6,2,3,4,9,6,6,4,6,2,8,4,4,5,6,5,6,9,12,9,5,6,2,272,12,5.230769231,
P746,1,0,0,0,1,2,3,0,1,1,0,2,2,1,1,1,0,0,2,1,1,0,1,1,1,1,1,0,1,0,1,1,3,3,1,1,1,2,0,2,1,4,0,1,0,3,0,1,3,2,1,6,0,63,6,1.211538462,
P747,1,1,1,0,4,1,1,8,5,3,3,1,2,2,2,7,0,3,3,2,1,3,0,2,3,8,3,0,3,2,3,2,4,4,2,1,0,2,4,3,6,6,2,2,5,9,0,4,1,3,5,8,0,151,9,2.903846154,
P748,0,1,1,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,0,0,4,1,1,1,2,3,0,35,4,0.673076923,
P749,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,0,1,0,3,1,0,1,0,1,0,1,0,1,1,2,1,0,0,2,2,1,1,2,0,1,2,0,0,0,1,1,0,35,3,0.673076923,
P750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,0,0,18,3,0.346153846,
P751,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,3,1,1,0,21,3,0.403846154,
P752,4,0,2,3,2,2,1,3,3,1,1,1,2,5,3,2,2,3,5,2,4,2,2,3,5,1,1,5,1,1,2,0,0,0,2,2,1,1,2,1,4,2,1,3,3,1,2,3,1,3,3,1,0,110,5,2.115384615,
P753,1,0,0,0,0,0,3,0,1,0,1,0,2,2,2,2,0,1,0,1,0,0,0,2,2,0,1,2,0,0,0,0,1,2,2,0,0,1,2,1,0,1,2,2,1,0,2,3,1,1,0,2,0,47,3,0.903846154,
P754,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,1,0,2,3,0,1,1,1,2,0,0,0,1,1,1,2,1,3,2,1,0,0,2,2,1,1,1,1,1,1,2,0,3,1,2,0,49,3,0.942307692,
P755,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,2,1,0,0,2,1,0,22,3,0.423076923,
P756,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,1,0,17,2,0.326923077,
P757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,2,2,0,15,2,0.288461538,
P758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0,2,0,12,2,0.230769231,
P759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,1,0,10,2,0.192307692,
P760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.038461538,
P761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P762,2,3,2,1,0,2,1,1,3,1,1,0,1,1,1,1,2,2,1,0,1,1,1,4,3,5,0,0,0,3,1,0,2,1,3,1,1,1,3,3,0,0,2,0,6,2,3,3,1,5,3,4,0,89,6,1.711538462,
P763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P764,1,2,5,3,0,3,2,1,2,2,2,1,1,0,4,1,4,4,6,2,3,4,5,2,6,8,1,1,3,1,5,0,3,1,3,1,1,3,4,5,3,2,5,4,6,5,1,6,3,6,6,12,0,165,12,3.173076923,
P765,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2,1,0,1,0,2,2,0,1,0,3,0,0,1,0,1,3,0,0,2,2,4,2,4,0,41,4,0.788461538,
P766,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,1,0,0,0,3,1,0,2,0,25,3,0.480769231,
P767,0,0,1,1,0,2,0,2,0,1,0,0,1,3,0,0,1,2,1,1,2,2,0,4,0,1,2,1,2,1,1,5,0,1,0,0,1,1,2,0,1,2,1,2,0,5,3,1,2,6,1,1,0,67,6,1.288461538,
P768,0,0,2,8,2,5,3,7,3,4,1,0,0,8,4,1,4,4,2,1,1,6,2,5,4,9,3,1,1,6,2,7,5,4,5,3,1,5,3,3,3,5,4,3,6,4,6,9,7,4,9,11,0,206,11,3.961538462,
P769,0,0,2,3,0,1,0,2,2,0,0,0,0,1,1,0,1,3,0,2,2,2,2,3,4,1,0,0,1,2,2,2,1,1,0,0,1,2,1,1,1,0,3,2,2,1,1,0,1,0,4,8,0,69,8,1.326923077,
P770,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,15,2,0.288461538,
P771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,15,2,0.288461538,
P772,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,14,2,0.269230769,
P773,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,9,2,0.173076923,
P774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0.115384615,
P775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,4,1,0.076923077,
P776,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,16,2,0.307692308,
P777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,11,2,0.211538462,
P778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,8,2,0.153846154,
P779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,12,4,0.230769231,
P780,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0.153846154,
P781,9,13,15,15,16,17,14,15,15,19,19,16,13,16,19,22,18,20,11,18,23,19,23,25,27,18,10,11,15,17,13,10,10,10,10,12,15,11,19,15,26,20,16,11,19,12,11,20,20,17,20,30,9,855,30,16.44230769,
P782,5,7,4,6,2,2,3,6,4,2,3,2,6,4,6,3,3,1,4,0,2,1,6,5,8,3,7,7,2,4,2,3,2,1,2,4,4,2,5,1,6,3,3,4,3,2,3,4,3,5,6,3,0,189,8,3.634615385,
P783,15,12,7,16,18,9,15,13,17,22,12,4,14,22,15,15,12,9,13,12,12,10,13,13,27,19,11,4,8,14,16,11,13,10,14,12,4,17,15,11,13,8,7,13,11,9,12,10,17,12,24,25,4,687,27,13.21153846,
P784,3,1,2,1,3,4,3,4,1,4,1,1,1,4,4,6,5,5,5,5,3,4,3,2,4,7,3,3,2,1,2,3,2,1,5,4,3,3,4,1,4,4,4,5,2,6,3,7,1,5,8,4,1,176,8,3.384615385,
P785,3,1,4,0,1,1,0,3,3,0,4,1,3,2,1,5,1,3,0,3,1,5,2,2,5,4,1,2,2,2,0,2,1,0,2,1,4,1,0,1,2,0,5,2,1,5,1,4,3,5,2,4,0,111,5,2.134615385,
P786,1,2,2,2,1,0,6,4,3,2,3,2,4,3,1,1,2,1,2,3,1,1,5,4,2,1,3,2,1,0,1,2,1,4,4,2,1,4,4,2,2,1,2,2,3,2,0,4,1,5,4,2,0,118,6,2.269230769,
P787,1,0,2,0,1,1,3,1,1,1,0,1,0,2,1,0,0,0,0,1,1,2,0,1,0,1,1,0,2,2,1,0,3,0,1,1,4,3,2,1,2,2,1,1,1,2,2,3,2,1,2,7,0,68,7,1.307692308,
P788,4,3,3,5,1,4,6,3,1,5,3,2,3,3,4,7,3,3,2,6,4,2,2,3,3,6,0,1,3,3,1,3,2,4,3,5,5,1,2,4,3,4,3,4,2,5,4,3,1,3,6,11,0,177,11,3.403846154,
P789,2,1,1,6,1,4,2,4,5,1,1,3,1,3,3,3,2,6,3,4,5,4,4,1,9,5,3,1,1,2,2,3,2,4,2,1,1,1,3,2,2,3,1,1,2,6,4,10,3,8,4,8,1,164,10,3.153846154,
P790,3,1,5,2,0,4,3,4,0,4,2,1,2,3,3,3,3,2,0,2,4,4,2,4,8,4,0,0,0,2,3,1,4,4,4,4,3,0,1,1,1,1,1,1,5,2,3,1,4,3,1,3,0,126,8,2.423076923,
P791,4,3,4,2,6,6,6,7,6,4,5,2,5,4,4,9,5,10,5,7,5,7,8,7,12,9,3,8,6,3,5,3,2,4,2,6,4,4,3,5,2,8,4,8,3,6,6,4,4,13,6,13,2,287,13,5.519230769,
P792,0,1,0,1,0,3,1,2,2,0,2,1,1,0,0,2,0,4,2,0,0,0,0,1,3,1,1,1,4,2,4,1,2,0,3,4,1,0,0,0,2,2,3,0,0,2,3,1,2,4,1,4,0,74,4,1.423076923,
P793,0,1,1,4,2,1,1,3,1,2,1,4,0,2,2,5,1,1,2,1,0,1,7,6,4,6,1,4,2,2,3,0,5,3,2,4,7,6,0,3,4,1,5,4,3,3,3,6,3,8,7,9,0,157,9,3.019230769,
P794,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,5,2,1,0,2,1,2,3,0,34,5,0.653846154,
P795,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,0,23,3,0.442307692,
P796,2,5,0,3,3,0,4,1,4,5,4,3,5,4,9,4,1,4,8,4,3,6,1,4,7,3,2,2,2,2,1,2,1,2,3,4,0,4,5,3,4,2,1,1,2,4,5,4,2,4,10,4,0,173,10,3.326923077,
P797,2,3,2,2,2,3,3,4,3,2,4,2,0,5,5,3,3,7,1,3,2,4,4,3,7,9,1,2,3,2,0,1,2,2,0,1,2,0,4,2,4,4,3,0,1,2,3,8,5,4,6,3,0,153,9,2.942307692,
P798,6,0,3,1,0,2,1,3,1,3,0,1,4,3,2,1,4,1,1,4,1,1,2,5,5,4,2,3,0,2,2,3,4,3,1,2,2,2,2,4,3,0,3,0,3,1,5,2,2,2,2,5,0,119,6,2.288461538,
P799,3,3,5,3,5,4,2,2,1,3,4,4,8,9,4,3,5,4,7,5,5,3,9,6,10,9,1,4,5,5,0,8,5,3,4,2,2,5,4,6,6,2,4,4,4,6,6,4,5,11,9,10,0,251,11,4.826923077,
P800,3,2,1,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,1,0,2,3,2,1,2,1,1,2,2,2,2,2,1,1,0,2,5,2,0,1,2,1,2,1,2,1,2,3,3,4,4,3,0,76,5,1.461538462,
P801,3,2,0,3,2,3,3,1,6,1,5,2,1,3,3,3,2,1,3,1,2,1,0,6,5,4,2,1,1,3,1,1,4,5,1,3,5,3,2,3,5,2,3,4,5,1,1,3,6,3,4,12,0,150,12,2.884615385,
P802,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,2,0,1,0,0,0,4,0,1,2,1,2,2,0,38,4,0.730769231,
P803,3,2,3,3,7,3,1,3,3,1,4,2,2,4,5,2,5,4,3,9,4,3,7,3,5,4,2,6,4,5,3,2,2,3,1,2,3,3,5,4,3,2,3,0,4,4,6,3,1,2,8,9,0,185,9,3.557692308,
P804,2,2,5,3,1,4,5,1,2,3,4,0,0,2,3,3,3,3,3,2,6,2,5,4,7,5,0,2,2,2,3,3,2,1,6,2,2,5,1,4,4,3,2,1,2,3,4,4,4,4,6,0,0,152,7,2.923076923,
P805,0,6,3,2,5,2,0,1,3,1,4,6,3,5,5,0,3,3,6,1,4,3,2,8,2,3,1,1,1,3,2,4,0,3,2,2,1,2,2,1,2,3,2,1,5,1,4,4,1,4,2,3,0,138,8,2.653846154,
P806,4,5,7,4,7,2,7,4,5,7,3,2,4,6,5,5,3,4,3,2,2,8,4,6,9,7,2,4,3,3,4,8,3,3,4,8,4,7,2,3,6,8,8,5,7,6,5,9,5,11,8,8,2,269,11,5.173076923,
P807,0,0,2,0,1,0,0,2,0,2,0,0,0,0,3,0,0,1,2,1,2,1,2,6,1,2,3,0,1,0,1,1,0,1,2,1,1,0,2,2,1,0,2,1,0,1,2,2,4,3,5,4,0,68,6,1.307692308,
P808,0,3,3,3,1,2,3,2,3,1,0,3,3,5,3,0,4,0,2,2,3,2,1,4,5,7,5,3,1,5,1,2,2,3,3,0,4,5,6,2,3,5,2,5,1,4,3,1,5,5,7,14,0,162,14,3.115384615,
P809,0,1,0,1,1,0,1,0,0,2,0,1,0,0,0,2,0,1,0,2,0,3,1,0,3,1,0,0,1,0,2,0,1,0,0,2,1,1,0,0,0,0,0,1,2,0,0,1,2,0,4,2,0,40,4,0.769230769,
P810,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,20,3,0.384615385,
